,#EANF#,%,Cash / Call,Equity,Equity ,Qty,Qty ,Rating ,Sector,Unnamed: 0,Unnamed: 0.1,Unnamed: 4,Unnamed: 5,Value,"Value
 (Rs cr)",Value  (Rs cr),company_code,company_name
32,,1.16,,,Ent Network Ind,,"130,705.00",,Media & Entertainment,32,32,,,,6.45,,MAG733,newidfc-premier-equity-direct
33,,1.12,,,Transport Corp,,"188,810.00",,Services,33,33,,,,6.23,,MAG733,newidfc-premier-equity-direct
34,,1.08,,,City Union Bank,,"372,845.00",,Banking & Financial Services,34,34,,,,6.01,,MAG733,newidfc-premier-equity-direct
35,,1.08,,,RSWM,,"147,310.00",,Manufacturing,35,35,,,,6.01,,MAG733,newidfc-premier-equity-direct
36,,1.04,,,Pidilite Ind,,"72,062.00",,Chemicals,36,36,,,,5.78,,MAG733,newidfc-premier-equity-direct
37,,0.94,,,Vardhman Text,,"45,913.00",,Manufacturing,37,37,,,,5.23,,MAG733,newidfc-premier-equity-direct
38,,0.94,,,Shriram City,,"22,087.00",,Banking & Financial Services,38,38,,,,5.23,,MAG733,newidfc-premier-equity-direct
39,,0.91,,,Bharat Elec,,"313,709.00",,Manufacturing,39,39,,,,5.06,,MAG733,newidfc-premier-equity-direct
40,,0.84,,,Eris Life,,"77,794.00",,Pharmaceuticals,40,40,,,,4.67,,MAG733,newidfc-premier-equity-direct
41,,0.83,,,Aurobindo Pharm,,"67,550.00",,Pharmaceuticals,41,41,,,,4.62,,MAG733,newidfc-premier-equity-direct
42,,0.81,,,MRF,,659,,Automotive,42,42,,,,4.51,,MAG733,newidfc-premier-equity-direct
43,,0.79,,,Minda Ind,,"68,574.00",,Automotive,43,43,,,,4.39,,MAG733,newidfc-premier-equity-direct
44,,0.78,,,Poddar Housing ,,"41,320.00",,Manufacturing,44,44,,,,4.34,,MAG733,newidfc-premier-equity-direct
45,,0.77,,,Kirloskar Pneum,,"39,019.00",,Engineering & Capital Goods,45,45,,,,4.28,,MAG733,newidfc-premier-equity-direct
46,,0.77,,,RBL Bank,,"84,786.00",,Banking & Financial Services,46,46,,,,4.28,,MAG733,newidfc-premier-equity-direct
47,,0.76,,,Ingersoll Rand,,"50,120.00",,Engineering & Capital Goods,47,47,,,,4.23,,MAG733,newidfc-premier-equity-direct
48,,0.76,,,Precision Camsh,,"323,439.00",,Automotive,48,48,,,,4.23,,MAG733,newidfc-premier-equity-direct
49,,0.69,,,Disa India,,"7,707.00",,Engineering & Capital Goods,49,49,,,,3.84,,MAG733,newidfc-premier-equity-direct
50,,0.64,,,ITD Cementation,,"210,332.00",,Cement & Construction,50,50,,,,3.56,,MAG733,newidfc-premier-equity-direct
51,,0.64,,,Atul,,"14,678.00",,Chemicals,51,51,,,,3.56,,MAG733,newidfc-premier-equity-direct
52,,0.55,,,Dish TV,,"383,126.00",,Media & Entertainment,52,52,,,,3.06,,MAG733,newidfc-premier-equity-direct
53,,0.49,,,S H Kelkar,,"103,259.00",,Miscellaneous,53,53,,,,2.73,,MAG733,newidfc-premier-equity-direct
54,,0.45,,,Power Mech,,"42,504.00",,Engineering & Capital Goods,54,54,,,,2.5,,MAG733,newidfc-premier-equity-direct
55,,0.41,,,Kennametal,,"36,869.00",,Engineering & Capital Goods,55,55,,,,2.28,,MAG733,newidfc-premier-equity-direct
56,,0.41,,,CRISIL,,"11,720.00",,Miscellaneous,56,56,,,,2.28,,MAG733,newidfc-premier-equity-direct
57,,0.22,,,Future Retail,,"33,158.00",,Retail & Real Estate,57,57,,,,1.22,,MAG733,newidfc-premier-equity-direct
58,,0.21,,,EIH,,"86,461.00",,Services,58,58,,,,1.17,,MAG733,newidfc-premier-equity-direct
0,,3.52,,,APL Apollo,,"1,229,891.00",,Metals & Mining,0,0,,,,190.55,,MAG094,newidfc-premier-equity-regular
1,,3.5,,,Va Tech Wabag,,"2,757,537.00",,Engineering & Capital Goods,1,1,,,,189.47,,MAG094,newidfc-premier-equity-regular
2,,3.45,,,JM Financial,,"15,935,468.00",,Banking & Financial Services,2,2,,,,186.76,,MAG094,newidfc-premier-equity-regular
3,,3.27,,,Container Corp,,"1,545,077.00",,Services,3,3,,,,177.02,,MAG094,newidfc-premier-equity-regular
4,,3.25,,,Voltas,,"3,842,673.00",,Conglomerates,4,4,,,,175.94,,MAG094,newidfc-premier-equity-regular
5,,3.2,,,Guj State Petro,,"9,809,178.00",,Oil & Gas,5,5,,,,173.23,,MAG094,newidfc-premier-equity-regular
6,,3.18,,,Maruti Suzuki,,"238,501.00",,Automotive,6,6,,,,172.15,,MAG094,newidfc-premier-equity-regular
7,,3.07,,,HDFC Bank,,"1,005,856.00",,Banking & Financial Services,7,7,,,,166.19,,MAG094,newidfc-premier-equity-regular
8,,3.05,,,Greaves Cotton,,"10,176,266.00",,Engineering & Capital Goods,8,8,,,,165.11,,MAG094,newidfc-premier-equity-regular
9,,2.98,,,Asian Paints,,"1,461,038.00",,Chemicals,9,9,,,,161.32,,MAG094,newidfc-premier-equity-regular
10,,2.89,,,ICICI Prudentia,,"3,320,917.00",,Banking & Financial Services,10,10,,,,156.45,,MAG094,newidfc-premier-equity-regular
11,,2.84,,,Schaeffler Ind,,"344,450.00",,Engineering & Capital Goods,11,11,,,,153.74,,MAG094,newidfc-premier-equity-regular
12,,2.67,,,Blue Dart,,"306,671.00",,Services,12,12,,,,144.54,,MAG094,newidfc-premier-equity-regular
13,,2.53,,,Page Industries,,"82,118.00",,Manufacturing,13,13,,,,136.96,,MAG094,newidfc-premier-equity-regular
14,,2.39,,,Tata Chemicals,,"2,137,296.00",,Chemicals,14,14,,,,129.38,,MAG094,newidfc-premier-equity-regular
15,,2.38,,,Balrampur Chini,,"8,538,096.00",,Food & Beverages,15,15,,,,128.84,,MAG094,newidfc-premier-equity-regular
16,,2.35,,,3M India,,"96,309.00",,Conglomerates,16,16,,,,127.22,,MAG094,newidfc-premier-equity-regular
17,,2.34,,,Ambuja Cements,,"5,152,512.00",,Cement & Construction,17,17,,,,126.67,,MAG094,newidfc-premier-equity-regular
18,,2.26,,,Kotak Mahindra,,"1,280,483.00",,Banking & Financial Services,18,18,,,,122.34,,MAG094,newidfc-premier-equity-regular
19,,1.98,,,Ashok Leyland,,"11,421,003.00",,Automotive,19,19,,,,107.19,,MAG094,newidfc-premier-equity-regular
20,,1.9,,,P and G,,"127,830.00",,Consumer Non-durables,20,20,,,,102.86,,MAG094,newidfc-premier-equity-regular
21,,1.84,,,MCX India,,"916,224.00",,Miscellaneous,21,21,,,,99.61,,MAG094,newidfc-premier-equity-regular
22,,1.74,,,Sun Pharma,,"1,698,717.00",,Pharmaceuticals,22,22,,,,94.19,,MAG094,newidfc-premier-equity-regular
23,,1.59,,,Max Financial,,"1,371,583.00",,Manufacturing,23,23,,,,86.07,,MAG094,newidfc-premier-equity-regular
24,,1.53,,,Natco Pharma,,"820,828.00",,Pharmaceuticals,24,24,,,,82.83,,MAG094,newidfc-premier-equity-regular
25,,1.46,,,Bharat Fin,,"1,096,887.00",,Banking & Financial Services,25,25,,,,79.04,,MAG094,newidfc-premier-equity-regular
26,,1.42,,,Bata India,,"1,433,355.00",,Consumer Non-durables,26,26,,,,76.87,,MAG094,newidfc-premier-equity-regular
27,,1.33,,,Britannia,,"194,873.00",,Food & Beverages,27,27,,,,72,,MAG094,newidfc-premier-equity-regular
28,,1.29,,,Castrol,,"1,728,977.00",,Chemicals,28,28,,,,69.83,,MAG094,newidfc-premier-equity-regular
29,,1.25,,,Mcleod,,"3,896,804.00",,Food & Beverages,29,29,,,,67.67,,MAG094,newidfc-premier-equity-regular
30,,1.24,,,Suven Life Sci,,"3,908,393.00",,Pharmaceuticals,30,30,,,,67.13,,MAG094,newidfc-premier-equity-regular
31,,1.16,,,Ent Network Ind,,"697,965.00",,Media & Entertainment,31,31,,,,62.8,,MAG094,newidfc-premier-equity-regular
32,,1.16,,,Ent Network Ind,,"1,272,073.00",,Media & Entertainment,32,32,,,,62.8,,MAG094,newidfc-premier-equity-regular
33,,1.12,,,Transport Corp,,"1,837,567.00",,Services,33,33,,,,60.63,,MAG094,newidfc-premier-equity-regular
34,,1.08,,,City Union Bank,,"3,628,671.00",,Banking & Financial Services,34,34,,,,58.47,,MAG094,newidfc-premier-equity-regular
35,,1.08,,,RSWM,,"1,433,672.00",,Manufacturing,35,35,,,,58.47,,MAG094,newidfc-premier-equity-regular
36,,1.04,,,Pidilite Ind,,"701,336.00",,Chemicals,36,36,,,,56.3,,MAG094,newidfc-premier-equity-regular
37,,0.94,,,Vardhman Text,,"446,842.00",,Manufacturing,37,37,,,,50.89,,MAG094,newidfc-premier-equity-regular
38,,0.94,,,Shriram City,,"214,955.00",,Banking & Financial Services,38,38,,,,50.89,,MAG094,newidfc-premier-equity-regular
39,,0.91,,,Bharat Elec,,"3,053,133.00",,Manufacturing,39,39,,,,49.26,,MAG094,newidfc-premier-equity-regular
40,,0.84,,,Eris Life,,"757,124.00",,Pharmaceuticals,40,40,,,,45.47,,MAG094,newidfc-premier-equity-regular
41,,0.83,,,Aurobindo Pharm,,"657,423.00",,Pharmaceuticals,41,41,,,,44.93,,MAG094,newidfc-premier-equity-regular
42,,0.81,,,MRF,,"6,417.00",,Automotive,42,42,,,,43.85,,MAG094,newidfc-premier-equity-regular
43,,0.79,,,Minda Ind,,"667,387.00",,Automotive,43,43,,,,42.77,,MAG094,newidfc-premier-equity-regular
44,,0.78,,,Poddar Housing ,,"402,141.00",,Manufacturing,44,44,,,,42.22,,MAG094,newidfc-premier-equity-regular
45,,0.77,,,Kirloskar Pneum,,"379,752.00",,Engineering & Capital Goods,45,45,,,,41.68,,MAG094,newidfc-premier-equity-regular
46,,0.77,,,RBL Bank,,"825,171.00",,Banking & Financial Services,46,46,,,,41.68,,MAG094,newidfc-premier-equity-regular
47,,0.76,,,Ingersoll Rand,,"487,784.00",,Engineering & Capital Goods,47,47,,,,41.14,,MAG094,newidfc-premier-equity-regular
48,,0.76,,,Precision Camsh,,"3,147,830.00",,Automotive,48,48,,,,41.14,,MAG094,newidfc-premier-equity-regular
49,,0.69,,,Disa India,,"75,007.00",,Engineering & Capital Goods,49,49,,,,37.35,,MAG094,newidfc-premier-equity-regular
50,,0.64,,,ITD Cementation,,"2,047,032.00",,Cement & Construction,50,50,,,,34.65,,MAG094,newidfc-premier-equity-regular
51,,0.64,,,Atul,,"142,855.00",,Chemicals,51,51,,,,34.65,,MAG094,newidfc-premier-equity-regular
52,,0.55,,,Dish TV,,"3,728,731.00",,Media & Entertainment,52,52,,,,29.77,,MAG094,newidfc-premier-equity-regular
53,,0.49,,,S H Kelkar,,"1,004,958.00",,Miscellaneous,53,53,,,,26.53,,MAG094,newidfc-premier-equity-regular
54,,0.45,,,Power Mech,,"413,661.00",,Engineering & Capital Goods,54,54,,,,24.36,,MAG094,newidfc-premier-equity-regular
55,,0.41,,,Kennametal,,"358,825.00",,Engineering & Capital Goods,55,55,,,,22.2,,MAG094,newidfc-premier-equity-regular
56,,0.41,,,CRISIL,,"114,064.00",,Miscellaneous,56,56,,,,22.2,,MAG094,newidfc-premier-equity-regular
57,,0.22,,,Future Retail,,"322,709.00",,Retail & Real Estate,57,57,,,,11.91,,MAG094,newidfc-premier-equity-regular
58,,0.21,,,EIH,,"841,467.00",,Services,58,58,,,,11.37,,MAG094,newidfc-premier-equity-regular
0,,5.96,,,Future Retail,,"164,069.00",,Retail & Real Estate,0,0,,,,6.07,,MAG735,newidfc-sterling-equity-direct
1,,4.72,,,Ramco Cements,,"69,141.00",,Cement & Construction,1,1,,,,4.81,,MAG735,newidfc-sterling-equity-direct
2,,3.96,,,IndusInd Bank,,"27,258.00",,Banking & Financial Services,2,2,,,,4.03,,MAG735,newidfc-sterling-equity-direct
3,,3.53,,,Bajaj Finance,,"26,171.00",,Banking & Financial Services,3,3,,,,3.59,,MAG735,newidfc-sterling-equity-direct
4,,3.18,,,KEC Intl,,"125,596.00",,Engineering & Capital Goods,4,4,,,,3.24,,MAG735,newidfc-sterling-equity-direct
5,,2.9,,,Minda Ind,,"46,103.00",,Automotive,5,5,,,,2.95,,MAG735,newidfc-sterling-equity-direct
6,,2.7,,,VRL Logistics,,"82,023.00",,Services,6,6,,,,2.75,,MAG735,newidfc-sterling-equity-direct
7,,2.21,,,EngineersInd,,"146,375.00",,Engineering & Capital Goods,7,7,,,,2.25,,MAG735,newidfc-sterling-equity-direct
8,,2.15,,,V-Mart Retail,,"19,243.00",,Retail & Real Estate,8,8,,,,2.19,,MAG735,newidfc-sterling-equity-direct
9,,1.88,,,Voltas,,"41,855.00",,Conglomerates,9,9,,,,1.91,,MAG735,newidfc-sterling-equity-direct
10,,1.86,,,CG Consumer,,"83,616.00",,Manufacturing,10,10,,,,1.89,,MAG735,newidfc-sterling-equity-direct
11,,1.74,,,Igarashi Motors,,"17,927.00",,Engineering & Capital Goods,11,11,,,,1.77,,MAG735,newidfc-sterling-equity-direct
12,,1.74,,,Exide Ind,,"80,332.00",,Automotive,12,12,,,,1.77,,MAG735,newidfc-sterling-equity-direct
13,,1.68,,,HBL Power,,"408,659.00",,Engineering & Capital Goods,13,13,,,,1.71,,MAG735,newidfc-sterling-equity-direct
14,,1.68,,,NCC,,"195,904.00",,Cement & Construction,14,14,,,,1.71,,MAG735,newidfc-sterling-equity-direct
15,,1.63,,,Lakshmi Machine,,"3,282.00",,Engineering & Capital Goods,15,15,,,,1.66,,MAG735,newidfc-sterling-equity-direct
16,,1.62,,,Union Bank,,"111,883.00",,Banking & Financial Services,16,16,,,,1.65,,MAG735,newidfc-sterling-equity-direct
17,,1.59,,,KEI Industries,,"69,663.00",,Engineering & Capital Goods,17,17,,,,1.62,,MAG735,newidfc-sterling-equity-direct
18,,1.58,,,HPCL,,"47,272.00",,Oil & Gas,18,18,,,,1.61,,MAG735,newidfc-sterling-equity-direct
19,,1.5,,,Aurobindo Pharm,,"22,305.00",,Pharmaceuticals,19,19,,,,1.53,,MAG735,newidfc-sterling-equity-direct
20,,1.5,,,JK Lakshmi Cem,,"31,491.00",,Cement & Construction,20,20,,,,1.53,,MAG735,newidfc-sterling-equity-direct
21,,1.45,,,PVR,,"10,480.00",,Media & Entertainment,21,21,,,,1.48,,MAG735,newidfc-sterling-equity-direct
22,,1.38,,,Deepak Nitrite,,"87,041.00",,Chemicals,22,22,,,,1.4,,MAG735,newidfc-sterling-equity-direct
23,,1.38,,,P and G,,"1,751.00",,Consumer Non-durables,23,23,,,,1.4,,MAG735,newidfc-sterling-equity-direct
24,,1.35,,,KPR Mill,,"17,092.00",,Manufacturing,24,24,,,,1.37,,MAG735,newidfc-sterling-equity-direct
25,,1.32,,,Cyient,,"26,468.00",,Information Technology,25,25,,,,1.34,,MAG735,newidfc-sterling-equity-direct
26,,1.3,,,Persistent,,"19,400.00",,Information Technology,26,26,,,,1.32,,MAG735,newidfc-sterling-equity-direct
27,,1.26,,,Hikal,,"63,641.00",,Pharmaceuticals,27,27,,,,1.28,,MAG735,newidfc-sterling-equity-direct
28,,1.26,,,Wonderla,,"36,342.00",,Miscellaneous,28,28,,,,1.28,,MAG735,newidfc-sterling-equity-direct
29,,1.25,,,Zee Entertain,,"25,898.00",,Media & Entertainment,29,29,,,,1.27,,MAG735,newidfc-sterling-equity-direct
30,,1.25,,,TD Power System,,"56,057.00",,Engineering & Capital Goods,30,30,,,,1.27,,MAG735,newidfc-sterling-equity-direct
31,,1.21,,,Karnataka Bank,,"75,569.00",,Banking & Financial Services,31,31,,,,1.23,,MAG735,newidfc-sterling-equity-direct
32,,1.2,,,Magma Fincorp,,"75,268.00",,Banking & Financial Services,32,32,,,,1.22,,MAG735,newidfc-sterling-equity-direct
33,,1.19,,,Petronet LNG,,"56,076.00",,Oil & Gas,33,33,,,,1.21,,MAG735,newidfc-sterling-equity-direct
34,,1.19,,,Aditya Birla F,,"69,863.00",,Retail & Real Estate,34,34,,,,1.21,,MAG735,newidfc-sterling-equity-direct
35,,1.12,,,Max Financial,,"18,066.00",,Manufacturing,35,35,,,,1.14,,MAG735,newidfc-sterling-equity-direct
36,,1.12,,,Skipper,,"55,986.00",,Miscellaneous,36,36,,,,1.14,,MAG735,newidfc-sterling-equity-direct
37,,1.11,,,Ent Network Ind,,"12,590.00",,Media & Entertainment,37,37,,,,1.13,,MAG735,newidfc-sterling-equity-direct
38,,1.08,,,Bank of Baroda,,"68,014.00",,Banking & Financial Services,38,38,,,,1.1,,MAG735,newidfc-sterling-equity-direct
39,,1.06,,,WABCO India,,"1,956.00",,Automotive,39,39,,,,1.08,,MAG735,newidfc-sterling-equity-direct
40,,1.04,,,Asahi India,,"43,231.00",,Manufacturing,40,40,,,,1.06,,MAG735,newidfc-sterling-equity-direct
41,,1.01,,,Indian Hotels,,"76,845.00",,Services,41,41,,,,1.03,,MAG735,newidfc-sterling-equity-direct
42,,1,,,Federal Bank,,"90,208.00",,Banking & Financial Services,42,42,,,,1.02,,MAG735,newidfc-sterling-equity-direct
43,,1,,,Nava Bharat Ven,,"76,112.00",,Conglomerates,43,43,,,,1.02,,MAG735,newidfc-sterling-equity-direct
44,,0.99,,,MRF,,148,,Automotive,44,44,,,,1.01,,MAG735,newidfc-sterling-equity-direct
45,,0.96,,,CG Power ,,"119,035.00",,Engineering & Capital Goods,45,45,,,,0.98,,MAG735,newidfc-sterling-equity-direct
46,,0.94,,,Greenply Ind,,"34,810.00",,Miscellaneous,46,46,,,,0.96,,MAG735,newidfc-sterling-equity-direct
47,,0.93,,,CESC,,"10,900.00",,Utilities,47,47,,,,0.95,,MAG735,newidfc-sterling-equity-direct
48,,0.93,,,Equitas Holding,,"63,116.00",,Banking & Financial Services,48,48,,,,0.95,,MAG735,newidfc-sterling-equity-direct
49,,0.92,,,Lakshmi Vilas,,"46,945.00",,Banking & Financial Services,49,49,,,,0.94,,MAG735,newidfc-sterling-equity-direct
50,,0.9,,,Bharat Forge,,"8,385.00",,Manufacturing,50,50,,,,0.92,,MAG735,newidfc-sterling-equity-direct
51,,0.85,,,Jindal Steel,,"70,235.00",,Metals & Mining,51,51,,,,0.87,,MAG735,newidfc-sterling-equity-direct
52,,0.83,,,Dollar Ind,,"4,036.00",,Manufacturing,52,52,,,,0.84,,MAG735,newidfc-sterling-equity-direct
53,,0.81,,,Castrol,,"20,375.00",,Chemicals,53,53,,,,0.82,,MAG735,newidfc-sterling-equity-direct
54,,0.8,,,Bharat Elec,,"50,412.00",,Manufacturing,54,54,,,,0.81,,MAG735,newidfc-sterling-equity-direct
55,,0.79,,,GSFC,,"70,146.00",,Chemicals,55,55,,,,0.8,,MAG735,newidfc-sterling-equity-direct
56,,0.76,,,PNB,,"56,350.00",,Banking & Financial Services,56,56,,,,0.77,,MAG735,newidfc-sterling-equity-direct
57,,0.71,,,Gujarat Gas,,"9,727.00",,Oil & Gas,57,57,,,,0.72,,MAG735,newidfc-sterling-equity-direct
58,,0.69,,,Indoco Remedies,,"34,722.00",,Pharmaceuticals,58,58,,,,0.7,,MAG735,newidfc-sterling-equity-direct
59,,0.68,,,Tech Mahindra,,"18,121.00",,Information Technology,59,59,,,,0.69,,MAG735,newidfc-sterling-equity-direct
60,,0.65,,,M&M Financial,,"19,182.00",,Banking & Financial Services,60,60,,,,0.66,,MAG735,newidfc-sterling-equity-direct
61,,0.56,,,Sagar Cement,,"6,947.00",,Cement & Construction,61,61,,,,0.57,,MAG735,newidfc-sterling-equity-direct
62,,0.48,,,Linc PenandPlas,,"17,925.00",,Miscellaneous,62,62,,,,0.49,,MAG735,newidfc-sterling-equity-direct
63,,0.34,,,Guj Alkali,,"8,929.00",,Chemicals,63,63,,,,0.35,,MAG735,newidfc-sterling-equity-direct
64,,0.31,,,Oil India,,"12,156.00",,Oil & Gas,64,64,,,,0.32,,MAG735,newidfc-sterling-equity-direct
65,,0.18,,,HPL Electric & ,,"14,232.00",,Engineering & Capital Goods,65,65,,,,0.18,,MAG735,newidfc-sterling-equity-direct
66,,0.11,,,RBL Bank,,"2,205.00",,Banking & Financial Services,66,66,,,,0.11,,MAG735,newidfc-sterling-equity-direct
0,,5.96,,,Future Retail,,"2,120,458.00",,Retail & Real Estate,0,0,,,,78.41,,MAG162,newidfc-sterling-equity-fund-rp
1,,4.72,,,Ramco Cements,,"893,591.00",,Cement & Construction,1,1,,,,62.1,,MAG162,newidfc-sterling-equity-fund-rp
2,,3.96,,,IndusInd Bank,,"352,283.00",,Banking & Financial Services,2,2,,,,52.1,,MAG162,newidfc-sterling-equity-fund-rp
3,,3.53,,,Bajaj Finance,,"338,238.00",,Banking & Financial Services,3,3,,,,46.44,,MAG162,newidfc-sterling-equity-fund-rp
4,,3.18,,,KEC Intl,,"1,623,225.00",,Engineering & Capital Goods,4,4,,,,41.84,,MAG162,newidfc-sterling-equity-fund-rp
5,,2.9,,,Minda Ind,,"595,842.00",,Automotive,5,5,,,,38.15,,MAG162,newidfc-sterling-equity-fund-rp
6,,2.7,,,VRL Logistics,,"1,060,082.00",,Services,6,6,,,,35.52,,MAG162,newidfc-sterling-equity-fund-rp
7,,2.21,,,EngineersInd,,"1,891,772.00",,Engineering & Capital Goods,7,7,,,,29.08,,MAG162,newidfc-sterling-equity-fund-rp
8,,2.15,,,V-Mart Retail,,"248,700.00",,Retail & Real Estate,8,8,,,,28.29,,MAG162,newidfc-sterling-equity-fund-rp
9,,1.88,,,Voltas,,"540,947.00",,Conglomerates,9,9,,,,24.73,,MAG162,newidfc-sterling-equity-fund-rp
10,,1.86,,,CG Consumer,,"1,080,665.00",,Manufacturing,10,10,,,,24.47,,MAG162,newidfc-sterling-equity-fund-rp
11,,1.74,,,Igarashi Motors,,"231,697.00",,Engineering & Capital Goods,11,11,,,,22.89,,MAG162,newidfc-sterling-equity-fund-rp
12,,1.74,,,Exide Ind,,"1,038,224.00",,Automotive,12,12,,,,22.89,,MAG162,newidfc-sterling-equity-fund-rp
13,,1.68,,,HBL Power,,"5,281,583.00",,Engineering & Capital Goods,13,13,,,,22.1,,MAG162,newidfc-sterling-equity-fund-rp
14,,1.68,,,NCC,,"2,531,893.00",,Cement & Construction,14,14,,,,22.1,,MAG162,newidfc-sterling-equity-fund-rp
15,,1.63,,,Lakshmi Machine,,"42,420.00",,Engineering & Capital Goods,15,15,,,,21.45,,MAG162,newidfc-sterling-equity-fund-rp
16,,1.62,,,Union Bank,,"1,445,998.00",,Banking & Financial Services,16,16,,,,21.31,,MAG162,newidfc-sterling-equity-fund-rp
17,,1.59,,,KEI Industries,,"900,336.00",,Engineering & Capital Goods,17,17,,,,20.92,,MAG162,newidfc-sterling-equity-fund-rp
18,,1.58,,,HPCL,,"610,955.00",,Oil & Gas,18,18,,,,20.79,,MAG162,newidfc-sterling-equity-fund-rp
19,,1.5,,,Aurobindo Pharm,,"288,273.00",,Pharmaceuticals,19,19,,,,19.74,,MAG162,newidfc-sterling-equity-fund-rp
20,,1.5,,,JK Lakshmi Cem,,"406,995.00",,Cement & Construction,20,20,,,,19.74,,MAG162,newidfc-sterling-equity-fund-rp
21,,1.45,,,PVR,,"135,440.00",,Media & Entertainment,21,21,,,,19.08,,MAG162,newidfc-sterling-equity-fund-rp
22,,1.38,,,Deepak Nitrite,,"1,124,931.00",,Chemicals,22,22,,,,18.16,,MAG162,newidfc-sterling-equity-fund-rp
23,,1.38,,,P and G,,"22,630.00",,Consumer Non-durables,23,23,,,,18.16,,MAG162,newidfc-sterling-equity-fund-rp
24,,1.35,,,KPR Mill,,"220,903.00",,Manufacturing,24,24,,,,17.76,,MAG162,newidfc-sterling-equity-fund-rp
25,,1.32,,,Cyient,,"342,072.00",,Information Technology,25,25,,,,17.37,,MAG162,newidfc-sterling-equity-fund-rp
26,,1.3,,,Persistent,,"250,734.00",,Information Technology,26,26,,,,17.1,,MAG162,newidfc-sterling-equity-fund-rp
27,,1.26,,,Hikal,,"822,504.00",,Pharmaceuticals,27,27,,,,16.58,,MAG162,newidfc-sterling-equity-fund-rp
28,,1.26,,,Wonderla,,"469,686.00",,Miscellaneous,28,28,,,,16.58,,MAG162,newidfc-sterling-equity-fund-rp
29,,1.25,,,Zee Entertain,,"334,710.00",,Media & Entertainment,29,29,,,,16.45,,MAG162,newidfc-sterling-equity-fund-rp
30,,1.25,,,TD Power System,,"724,493.00",,Engineering & Capital Goods,30,30,,,,16.45,,MAG162,newidfc-sterling-equity-fund-rp
31,,1.21,,,Karnataka Bank,,"976,670.00",,Banking & Financial Services,31,31,,,,15.92,,MAG162,newidfc-sterling-equity-fund-rp
32,,1.2,,,Magma Fincorp,,"972,776.00",,Banking & Financial Services,32,32,,,,15.79,,MAG162,newidfc-sterling-equity-fund-rp
33,,1.19,,,Petronet LNG,,"724,742.00",,Oil & Gas,33,33,,,,15.66,,MAG162,newidfc-sterling-equity-fund-rp
34,,1.19,,,Aditya Birla F,,"902,918.00",,Retail & Real Estate,34,34,,,,15.66,,MAG162,newidfc-sterling-equity-fund-rp
35,,1.12,,,Max Financial,,"233,491.00",,Manufacturing,35,35,,,,14.74,,MAG162,newidfc-sterling-equity-fund-rp
36,,1.12,,,Skipper,,"723,576.00",,Miscellaneous,36,36,,,,14.74,,MAG162,newidfc-sterling-equity-fund-rp
37,,1.11,,,Ent Network Ind,,"162,710.00",,Media & Entertainment,37,37,,,,14.6,,MAG162,newidfc-sterling-equity-fund-rp
38,,1.08,,,Bank of Baroda,,"879,019.00",,Banking & Financial Services,38,38,,,,14.21,,MAG162,newidfc-sterling-equity-fund-rp
39,,1.06,,,WABCO India,,"25,279.00",,Automotive,39,39,,,,13.95,,MAG162,newidfc-sterling-equity-fund-rp
40,,1.04,,,Asahi India,,"558,721.00",,Manufacturing,40,40,,,,13.68,,MAG162,newidfc-sterling-equity-fund-rp
41,,1.01,,,Indian Hotels,,"993,152.00",,Services,41,41,,,,13.29,,MAG162,newidfc-sterling-equity-fund-rp
42,,1,,,Federal Bank,,"1,165,866.00",,Banking & Financial Services,42,42,,,,13.16,,MAG162,newidfc-sterling-equity-fund-rp
43,,1,,,Nava Bharat Ven,,"983,686.00",,Conglomerates,43,43,,,,13.16,,MAG162,newidfc-sterling-equity-fund-rp
44,,0.99,,,MRF,,"1,906.00",,Automotive,44,44,,,,13.03,,MAG162,newidfc-sterling-equity-fund-rp
45,,0.96,,,CG Power ,,"1,538,432.00",,Engineering & Capital Goods,45,45,,,,12.63,,MAG162,newidfc-sterling-equity-fund-rp
46,,0.94,,,Greenply Ind,,"449,887.00",,Miscellaneous,46,46,,,,12.37,,MAG162,newidfc-sterling-equity-fund-rp
47,,0.93,,,CESC,,"140,876.00",,Utilities,47,47,,,,12.24,,MAG162,newidfc-sterling-equity-fund-rp
48,,0.93,,,Equitas Holding,,"815,722.00",,Banking & Financial Services,48,48,,,,12.24,,MAG162,newidfc-sterling-equity-fund-rp
49,,0.92,,,Lakshmi Vilas,,"606,730.00",,Banking & Financial Services,49,49,,,,12.1,,MAG162,newidfc-sterling-equity-fund-rp
50,,0.9,,,Bharat Forge,,"108,371.00",,Manufacturing,50,50,,,,11.84,,MAG162,newidfc-sterling-equity-fund-rp
51,,0.85,,,Jindal Steel,,"907,734.00",,Metals & Mining,51,51,,,,11.18,,MAG162,newidfc-sterling-equity-fund-rp
52,,0.83,,,Dollar Ind,,"52,157.00",,Manufacturing,52,52,,,,10.92,,MAG162,newidfc-sterling-equity-fund-rp
53,,0.81,,,Castrol,,"263,331.00",,Chemicals,53,53,,,,10.66,,MAG162,newidfc-sterling-equity-fund-rp
54,,0.8,,,Bharat Elec,,"651,528.00",,Manufacturing,54,54,,,,10.53,,MAG162,newidfc-sterling-equity-fund-rp
55,,0.79,,,GSFC,,"906,574.00",,Chemicals,55,55,,,,10.39,,MAG162,newidfc-sterling-equity-fund-rp
